Year,Units,Value
2010,procenat,40.64
2011,procenat,40.65
2012,procenat,41.51
2013,procenat,43.7
2014,procenat,44.1
2015,procenat,43.07
2016,procenat,41.53
2017,procenat,39.69
2018,procenat,38.8
2019,procenat,37.72
2020,procenat,43.77
2021,procenat,39.89
2022,procenat,41.06
2023,procenat,40.88
2024,procenat,40.82
