Year,Units,Value
2015,procenat,12.6
2016,procenat,11.3
2017,procenat,12.0
2018,procenat,12.9
2019,procenat,13.5
2020,procenat,14.0
2021,procenat,12.9
2022,procenat,12.3
2023,procenat,10.4
