Year,Value,Units
2005,264,km_sq
2006,265,km_sq
2007,266,km_sq
2008,265,km_sq
2009,264,km_sq
2010,264,km_sq
2011,263,km_sq
2012,263,km_sq
2013,262,km_sq
2014,263,km_sq
2015,263,km_sq
2016,263,km_sq
