Year,Value,Units
2010,6.7,per_1000_life_births
2011,4.4,per_1000_life_births
2012,4.4,per_1000_life_births
2013,4.4,per_1000_life_births
2014,4.9,per_1000_life_births
2015,2.2,per_1000_life_births
2016,3.4,per_1000_life_births
2017,1.3,per_1000_life_births
2018,1.7,per_1000_life_births
2019,2.4,per_1000_life_births
2020,2.8,per_1000_life_births
