Year,Value,Units
%,20.8,Bothsex
%,11.2,Female
%,30.7,Male
%,21.7,Bothsex
%,11.1,Female
%,32.7,Male
%,20.3,Bothsex
%,30.4,Male
%,10.5,Female
%,20.7,Bothsex
%,10.9,Female
%,30.7,Male
%,21.0,Bothsex
%,10.4,Female
%,31.7,Male
