Year,Value,Units
2012,67.09,index
2013,68.76,index
2014,58.59,index
2015,59.02,index
2016,59.41,index
2017,60.13,index
2018,60.62,index
2019,73.05,index
2020,73.75,index
2021,73.87,index
2022,73.77,index
2023,72.85,index
