Year,Value,Units
2014,0.65,million_kw
2015,0.65,million_kw
2016,0.65,million_kw
2017,0.73,million_kw
2018,0.73,million_kw
2019,0.78,million_kw
2020,0.78,million_kw
2021,0.77,million_kw
