Year,Value,Units
2010,9.5,%
2011,8.0,%
2012,7.4,%
2013,7.2,%
2014,6.6,%
2015,6.7,%
2016,5.6,%
2017,5.5,%
2018,6.1,%
2019,6.0,%
2020,6.1,%
2021,6.0,%
2022,6.2,%
