Year,Value,Units
2010,7.5,per_1000_life_births
2011,5.7,per_1000_life_births
2012,5.6,per_1000_life_births
2013,5.1,per_1000_life_births
2014,5.7,per_1000_life_births
2015,3.1,per_1000_life_births
2016,3.8,per_1000_life_births
2017,2.7,per_1000_life_births
2018,2.9,per_1000_life_births
2019,3.6,per_1000_life_births
2020,3.7,per_1000_life_births
