Year,Value,Units
2015,1.1,score_1_10
2016,1.2,score_1_10
2017,1.4,score_1_10
2018,1.4,score_1_10
2019,1.4,score_1_10
2020,1.2,score_1_10
2021,1.2,score_1_10
2022,1.2,score_1_10
2023,1.2,score_1_10
2024,1.2,score_1_10
