Year,Value,Units
2010,40.6,%
2011,40.6,%
2012,41.5,%
2013,43.7,%
2014,44.1,%
2015,43.1,%
2016,41.5,%
2017,39.7,%
2018,38.8,%
2019,37.7,%
2020,43.8,%
