Year,Value,Units
2012,199.49,millions_usd
2013,116.5,millions_usd
2014,107.78,millions_usd
2015,134.4,millions_usd
2016,144.71,millions_usd
2017,146.25,millions_usd
2018,183.48,millions_usd
2019,149.17,millions_usd
2020,312.55,millions_usd
2021,149.03,millions_usd
