Year,Value,Units
2011,649.8,per_1000000_population
2013,645.0,per_1000000_population
2014,671.8,per_1000000_population
2015,834.6,per_1000000_population
2016,715.8,per_1000000_population
2017,702.7,per_1000000_population
2018,763.0,per_1000000_population
2019,746.8,per_1000000_population
