Year,Units,Value
2001,procenat,9.6
2002,procenat,9.1
2003,procenat,8.3
2004,procenat,7.6
2005,procenat,5.4
2006,procenat,3.1
2007,procenat,2.5
2009,procenat,2.5
2008,procenat,2.5
2010,procenat,2.5
2011,procenat,2.5
2012,procenat,2.5
2013,procenat,2.5
2014,procenat,2.5
2015,procenat,2.5
2016,procenat,2.5
2017,procenat,2.5
2018,procenat,2.5
2019,procenat,2.5
2020,procenat,2.5
2021,procenat,2.5
