Year,Units,Value
2010,na 1000 rođenih,6.7
2011,na 1000 rođenih,4.4
2012,na 1000 rođenih,4.4
2013,na 1000 rođenih,4.4
2014,na 1000 rođenih,4.9
2015,na 1000 rođenih,2.2
2016,na 1000 rođenih,3.4
2017,na 1000 rođenih,1.3
2018,na 1000 rođenih,1.7
2019,na 1000 rođenih,2.4
2020,na 1000 rođenih,2.8
