Year,Units,Value
2014,million_kw,0.65
2015,million_kw,0.65
2016,million_kw,0.65
2017,million_kw,0.73
2018,million_kw,0.73
2019,million_kw,0.78
2020,million_kw,0.78
2021,million_kw,0.77
